,Country,Bin,Age Range,Total Infections,Total Deaths,Male Infections,Male Deaths,Male Survivors,Female Infections,Female Deaths,Female Survivors,Male Risk Ratio,RR Lower CI,RR Upper CI
124,Guatemala,1,0-19,7919000.0,349.0,4043000.0,182.0,4042818.0,3876000.0,167.0,3875833.0,1.0448042821110193,0.8468830512379165,1.2889807941272076
125,Guatemala,2,20-49,7647000.0,4175.0,3740000.0,2685.0,3737315.0,3907000.0,1490.0,3905510.0,1.8824776585435883,1.7670082808837455,2.0054926585535897
126,Guatemala,3,50-79,2155000.0,11514.0,960000.0,7440.0,952560.0,1195000.0,4074.0,1190926.0,2.273257241040746,2.1882617426993605,2.361554097075014
127,Guatemala,4,80+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
128,Haiti,1,0-19,4839000.0,15.0,2454000.0,10.0,2453990.0,2385000.0,5.0,2384995.0,1.9437652811735942,0.6643755016662458,5.6868795715978715
129,Haiti,2,20-49,4795000.0,87.0,2346000.0,44.0,2345956.0,2449000.0,43.0,2448957.0,1.0681813675925376,0.7016402163011883,1.626205863864094
130,Haiti,3,50-79,1533000.0,208.0,719000.0,123.0,718877.0,814000.0,85.0,813915.0,1.6382557473615313,1.2425857584156128,2.159916831161202
131,Haiti,4,80+,96000.0,51.0,39000.0,29.0,38971.0,57000.0,22.0,56978.0,1.9265734265734267,1.1070936649208434,3.352638792530944
132,Hong Kong,1,0-19,1217000.0,0.0,638000.0,0.0,638000.0,579000.0,0.0,579000.0,,,
133,Hong Kong,2,20-49,3118000.0,6.0,1334000.0,4.0,1333996.0,1784000.0,2.0,1783998.0,2.674662668665667,0.48988478822117276,14.603067013225864
134,Hong Kong,3,50-79,2782000.0,96.0,1313000.0,65.0,1312935.0,1469000.0,31.0,1468969.0,2.345895879910572,1.5293773024898565,3.5983452026011067
135,Hong Kong,4,80+,379000.0,105.0,154000.0,54.0,153946.0,225000.0,51.0,224949.0,1.5469824293353707,1.0551174063677602,2.268140609025488
136,Hungary,1,0-19,1878000.0,28.0,964000.0,13.0,963987.0,914000.0,15.0,913985.0,0.8217150760719226,0.39099382723757875,1.726921550179885
137,Hungary,2,20-49,3997000.0,1877.0,2026000.0,1202.0,2024798.0,1971000.0,675.0,1970325.0,1.7323988153998024,1.5765755891534725,1.9036230652347652
138,Hungary,3,50-79,3356000.0,24690.0,1485000.0,14239.0,1470761.0,1871000.0,10451.0,1860549.0,1.7165994780194376,1.6739582641062578,1.760326903675752
139,Hungary,4,80+,432000.0,14930.0,125000.0,5482.0,119518.0,307000.0,9448.0,297552.0,1.4250414902624893,1.3793053558788484,1.472294180773055
140,Iceland,1,0-19,87000.0,0.0,44000.0,0.0,44000.0,43000.0,0.0,43000.0,,,
141,Iceland,2,20-49,137000.0,2.0,70000.0,2.0,69998.0,67000.0,0.0,67000.0,inf,,inf
142,Iceland,3,50-79,103000.0,31.0,51000.0,22.0,50978.0,52000.0,9.0,51991.0,2.4923747276688455,1.1477367326691081,5.412331596877842
143,Iceland,4,80+,12000.0,55.0,5000.0,29.0,4971.0,7000.0,26.0,6974.0,1.5615384615384615,0.9208632836100404,2.647952644289051
144,Indonesia,1,0-19,94260000.0,438.0,48322000.0,220.0,48321780.0,45938000.0,218.0,45937782.0,0.9593859844643104,0.7955129429795912,1.1570163318011124
145,Indonesia,2,20-49,122585000.0,1452.0,61874000.0,712.0,61873288.0,60711000.0,740.0,60710260.0,0.9440771087537095,0.8517695436790056,1.0463881854980344
146,Indonesia,3,50-79,54259000.0,4912.0,26621000.0,2533.0,26618467.0,27638000.0,2379.0,27635621.0,1.105408996513086,1.0452529017780179,1.1690271775314054
147,Indonesia,4,80+,2419000.0,755.0,900000.0,400.0,899600.0,1519000.0,355.0,1518645.0,1.901721439749609,1.6485000135434313,2.193839493291605
148,Iraq,1,0-19,19320000.0,71.0,9925000.0,34.0,9924966.0,9395000.0,37.0,9394963.0,0.8698481857172032,0.5460362108852378,1.3856880754645315
149,Iraq,2,20-49,16505000.0,1484.0,8394000.0,976.0,8393024.0,8111000.0,508.0,8110492.0,1.8564854160921094,1.6677234514759778,2.066612481291439
150,Iraq,3,50-79,4207000.0,5577.0,1964000.0,3523.0,1960477.0,2243000.0,2054.0,2240946.0,1.958844646678182,1.8551692077319577,2.0683139488450193
151,Iraq,4,80+,188000.0,864.0,74000.0,531.0,73469.0,114000.0,333.0,113667.0,2.4565376186997807,2.142682231867275,2.8163658531989877
152,Israel,1,0-19,3077000.0,27.0,1579000.0,14.0,1578986.0,1498000.0,13.0,1497987.0,1.0216787645540022,0.4802387624811672,2.1735594447804
153,Israel,2,20-49,3359000.0,333.0,1693000.0,197.0,1692803.0,1666000.0,136.0,1665864.0,1.4254282339043118,1.1456481960646239,1.7735336702759954
154,Israel,3,50-79,1959000.0,4833.0,933000.0,3034.0,929966.0,1026000.0,1799.0,1024201.0,1.8545994648688358,1.749645193274729,1.9658495266998377
155,Israel,4,80+,262000.0,5683.0,104000.0,2782.0,101218.0,158000.0,2901.0,155099.0,1.4569114098586693,1.3838926171241086,1.533782917772456
156,Italy,1,0-19,10729000.0,57.0,5527000.0,27.0,5526973.0,5202000.0,30.0,5201970.0,0.847077980821422,0.5036375275286014,1.4247173142826386
157,Italy,2,20-49,22124000.0,2109.0,11172000.0,1406.0,11170594.0,10952000.0,703.0,10951297.0,1.960615825277479,1.79091361027949,2.1463985712457636
158,Italy,3,50-79,23081000.0,63461.0,11047000.0,43175.0,11003825.0,12034000.0,20286.0,12013714.0,2.318470520778896,2.280156097264811,2.3574287576928517
159,Italy,4,80+,4528000.0,99272.0,1691000.0,47606.0,1643394.0,2837000.0,51666.0,2785334.0,1.545868618025853,1.5269625576385162,1.5650087634715177
160,Jamaica,1,0-19,931000.0,17.0,474000.0,6.0,473994.0,457000.0,11.0,456989.0,0.525891829689298,0.19448716567098479,1.4220075426561554
161,Jamaica,2,20-49,1316000.0,351.0,651000.0,151.0,650849.0,665000.0,200.0,664800.0,0.771236559139785,0.6243552652581031,0.9526720815077732
162,Jamaica,3,50-79,653000.0,1684.0,315000.0,927.0,314073.0,338000.0,757.0,337243.0,1.3139837705227402,1.193835572206938,1.4462237425254727
163,Jamaica,4,80+,59000.0,793.0,28000.0,380.0,27620.0,31000.0,413.0,30587.0,1.0186786579038396,0.8870292355035306,1.169866974541943
164,Japan,1,0-19,21447000.0,0.0,11011000.0,0.0,11011000.0,10436000.0,0.0,10436000.0,,,
165,Japan,2,20-49,45076000.0,540.0,23017000.0,424.0,23016576.0,22059000.0,116.0,22058884.0,3.503038983180348,2.8526825566252163,4.3016640912890045
166,Japan,3,50-79,48601000.0,9744.0,23631000.0,7116.0,23623884.0,24970000.0,2628.0,24967372.0,2.8611921226451824,2.7360139495761087,2.9920974503639384
167,Japan,4,80+,11352000.0,19038.0,4094000.0,9511.0,4084489.0,7258000.0,9527.0,7248473.0,1.76986092902649,1.7203306840505033,1.8208172051662093
168,Jersey,1,0-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
169,Jersey,2,20-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
170,Jersey,3,50-79,0.0,23.0,0.0,17.0,-17.0,0.0,6.0,-6.0,,N/A,N/A
171,Jersey,4,80+,0.0,33.0,0.0,23.0,-23.0,0.0,10.0,-10.0,,N/A,N/A
172,Kosovo,1,0-19,587000.0,6.0,306000.0,4.0,305996.0,281000.0,2.0,280998.0,1.8366013071895424,0.3363895827127255,10.027374612402744
173,Kosovo,2,20-49,754000.0,123.0,366000.0,69.0,365931.0,388000.0,54.0,387946.0,1.3545840922890102,0.9487695139625338,1.933976625596868
174,Kosovo,3,50-79,389000.0,1981.0,184000.0,1217.0,182783.0,205000.0,764.0,204236.0,1.7747339517414067,1.6215774024795113,1.9423560014141636
175,Kosovo,4,80+,32000.0,585.0,13000.0,324.0,12676.0,19000.0,261.0,18739.0,1.8143236074270557,1.543768184413423,2.1322956294230666
