country,date,age_group,age_begin,age_end,deathsF,deathsM,populationin1000sF,Num female infection,populationin1000sM,Num male infection,Total infection,Total Death,% female infection,% male infection,% female death,% male death,Country begin,Bin 0-19,Bin 20-49,Bin 50-79,Bin 80+,Total
Malta,3/21/2022,70-74,70,74,25,53,15,15000,13,13000,28000,78,53.57,46.43,32.05,67.95,,0,0,1,0,0
Malta,3/21/2022,75-79,75,79,36,60,9,9000,8,8000,17000,96,52.94,47.06,37.5,62.5,,0,0,1,0,0
Malta,3/21/2022,80+,80,999,154,152,13,13000,8,8000,21000,306,61.9,38.1,50.33,49.67,,0,0,0,1,0
Malta,,,,,247,346,219,219000,223,223000,442000,593,49.55,50.45,41.65,58.35,,0,0,0,0,1
Mexico,6/15/2022,0-4,0,4,294,341,5354,5354000,5605,5605000,10959000,635,48.85,51.15,46.3,53.7,,1,0,0,0,0
Mexico,6/15/2022,14-Oct,10,14,92,,5448,5448000,5693,5693000,11141000,92,48.9,51.1,100,0,,1,0,0,0,0
Mexico,6/15/2022,15-19,15,19,278,256,5515,5515000,5695,5695000,11210000,534,49.2,50.8,52.06,47.94,,1,0,0,0,0
Mexico,6/15/2022,20-24,20,24,598,830,5435,5435000,5505,5505000,10940000,1428,49.68,50.32,41.88,58.12,,0,1,0,0,0
Mexico,6/15/2022,25-29,25,29,1267,2089,5412,5412000,5384,5384000,10796000,3356,50.13,49.87,37.75,62.25,,0,1,0,0,0
Mexico,6/15/2022,30-34,30,34,1958,3707,5041,5041000,4748,4748000,9789000,5665,51.5,48.5,34.56,65.44,,0,1,0,0,0
Mexico,6/15/2022,35-39,35,39,3031,6401,4746,4746000,4344,4344000,9090000,9432,52.21,47.79,32.14,67.86,,0,1,0,0,0
Mexico,6/15/2022,40-44,40,44,4512,9262,4502,4502000,4030,4030000,8532000,13774,52.77,47.23,32.76,67.24,,0,1,0,0,0
Mexico,6/15/2022,45-49,45,49,7549,14465,4233,4233000,3783,3783000,8016000,22014,52.81,47.19,34.29,65.71,,0,1,0,0,0
Mexico,6/15/2022,50-54,50,54,9973,18148,3689,3689000,3236,3236000,6925000,28121,53.27,46.73,35.46,64.54,,0,0,1,0,0
Mexico,6/15/2022,55-59,55,59,14070,22558,3091,3091000,2742,2742000,5833000,36628,52.99,47.01,38.41,61.59,,0,0,1,0,0
Mexico,6/15/2022,60-64,60,64,16907,25625,2500,2500000,2169,2169000,4669000,42532,53.54,46.46,39.75,60.25,,0,0,1,0,0
Mexico,6/15/2022,65-69,65,69,17583,26360,1938,1938000,1657,1657000,3595000,43943,53.91,46.09,40.01,59.99,,0,0,1,0,0
Mexico,6/15/2022,70-74,70,74,15777,24023,1341,1341000,1126,1126000,2467000,39800,54.36,45.64,39.64,60.36,,0,0,1,0,0
Mexico,6/15/2022,75-79,75,79,13092,19579,948,948000,774,774000,1722000,32671,55.05,44.95,40.07,59.93,,0,0,1,0,0
Mexico,6/15/2022,80+,80,999,18116,26144,1190,1190000,848,848000,2038000,44260,58.39,41.61,40.93,59.07,,0,0,0,1,0
Mexico,,,,,125097,199788,60383,60383000,57339,57339000,117722000,324885,51.29,48.71,38.51,61.49,,0,0,0,0,1
Moldova,6/6/2022,20-29,20,29,12,,280,280000,291,291000,571000,12,49.04,50.96,100,0,,0,1,0,0,0
Moldova,6/6/2022,30-39,30,39,72,74,381,381000,393,393000,774000,146,49.22,50.78,49.32,50.68,,0,1,0,0,0
Moldova,6/6/2022,40-49,40,49,193,229,287,287000,276,276000,563000,422,50.98,49.02,45.73,54.27,,0,1,0,0,0
Moldova,6/6/2022,50-59,50,59,641,657,281,281000,240,240000,521000,1298,53.93,46.07,49.38,50.62,,0,0,1,0,0
Moldova,6/6/2022,60-69,60,69,1950,1866,282,282000,206,206000,488000,3816,57.79,42.21,51.1,48.9,,0,0,1,0,0
Moldova,6/6/2022,70-79,70,79,1938,1697,117,117000,68,68000,185000,3635,63.24,36.76,53.31,46.69,,0,0,1,0,0
Moldova,6/6/2022,80+,80,999,1276,917,64,64000,24,24000,88000,2193,72.73,27.27,58.19,41.81,,0,0,0,1,0
Moldova,,,,,6082,5440,1692,1692000,1498,1498000,3190000,11522,53.04,46.96,52.79,47.21,,0,0,0,0,1
Mongolia,3/28/2022,0-4,0,4,3,3,185,185000,190,190000,375000,6,49.33,50.67,50,50,,1,0,0,0,0
Mongolia,3/28/2022,9-May,5,9,1,0,179,179000,183,183000,362000,1,49.45,50.55,100,0,,1,0,0,0,0
Mongolia,3/28/2022,14-Oct,10,14,3,2,139,139000,142,142000,281000,5,49.47,50.53,60,40,,1,0,0,0,0
Mongolia,3/28/2022,15-19,15,19,2,0,108,108000,110,110000,218000,2,49.54,50.46,100,0,,1,0,0,0,0
Mongolia,3/28/2022,20-29,20,29,10,3,249,249000,251,251000,500000,13,49.8,50.2,76.92,23.08,,0,1,0,0,0
Mongolia,3/28/2022,30-39,30,39,47,25,281,281000,283,283000,564000,72,49.82,50.18,65.28,34.72,,0,1,0,0,0
Mongolia,3/28/2022,40-49,40,49,67,68,215,215000,208,208000,423000,135,50.83,49.17,49.63,50.37,,0,1,0,0,0
Mongolia,3/28/2022,50-59,50,59,161,137,168,168000,146,146000,314000,298,53.5,46.5,54.03,45.97,,0,0,1,0,0
Mongolia,3/28/2022,60-64,60,64,145,138,55,55000,43,43000,98000,283,56.12,43.88,51.24,48.76,,0,0,1,0,0
Mongolia,3/28/2022,65-69,65,69,158,134,34,34000,26,26000,60000,292,56.67,43.33,54.11,45.89,,0,0,1,0,0
Mongolia,3/28/2022,70-74,70,74,137,137,21,21000,15,15000,36000,274,58.33,41.67,50,50,,0,0,1,0,0
Mongolia,3/28/2022,75-79,75,79,146,133,15,15000,10,10000,25000,279,60,40,52.33,47.67,,0,0,1,0,0
Mongolia,3/28/2022,80+,80,999,298,216,14,14000,7,7000,21000,514,66.67,33.33,57.98,42.02,,0,0,0,1,0
Mongolia,,,,,1178,996,1663,1663000,1614,1614000,3277000,2174,50.75,49.25,54.19,45.81,,0,0,0,0,1
Montenegro,3/21/2022,0-4,0,4,0,1,18,18000,19,19000,37000,1,48.65,51.35,0,100,,1,0,0,0,0
Montenegro,3/21/2022,9-May,5,9,0,0,18,18000,19,19000,37000,0,48.65,51.35,,,,1,0,0,0,0
Montenegro,3/21/2022,14-Oct,10,14,0,0,19,19000,21,21000,40000,0,47.5,52.5,,,,1,0,0,0,0
Montenegro,3/21/2022,15-19,15,19,4,0,19,19000,21,21000,40000,4,47.5,52.5,100,0,,1,0,0,0,0
Montenegro,3/21/2022,20-24,20,24,0,1,20,20000,21,21000,41000,1,48.78,51.22,0,100,,0,1,0,0,0
Montenegro,3/21/2022,25-29,25,29,3,0,21,21000,22,22000,43000,3,48.84,51.16,100,0,,0,1,0,0,0
Montenegro,3/21/2022,30-39,30,39,11,22,43,43000,45,45000,88000,33,48.86,51.14,33.33,66.67,,0,1,0,0,0
Montenegro,3/21/2022,40-49,40,49,18,52,43,43000,41,41000,84000,70,51.19,48.81,25.71,74.29,,0,1,0,0,0
Montenegro,3/21/2022,50-59,50,59,62,159,41,41000,40,40000,81000,221,50.62,49.38,28.05,71.95,,0,0,1,0,0
Montenegro,3/21/2022,60-64,60,64,59,164,20,20000,19,19000,39000,223,51.28,48.72,26.46,73.54,,0,0,1,0,0
Montenegro,3/21/2022,65-69,65,69,97,259,20,20000,18,18000,38000,356,52.63,47.37,27.25,72.75,,0,0,1,0,0
Montenegro,3/21/2022,70-74,70,74,148,257,14,14000,11,11000,25000,405,56,44,36.54,63.46,,0,0,1,0,0
Montenegro,3/21/2022,75-79,75,79,159,240,10,10000,6,6000,16000,399,62.5,37.5,39.85,60.15,,0,0,1,0,0
Montenegro,3/21/2022,80+,80,999,371,377,13,13000,8,8000,21000,748,61.9,38.1,49.6,50.4,,0,0,0,1,0
Montenegro,,,,,932,1532,319,319000,311,311000,630000,2464,50.63,49.37,37.82,62.18,,0,0,0,0,1
Myanmar,9/28/2020,19-Oct,10,19,1,3,4984,4984000,5010,5010000,9994000,4,49.87,50.13,25,75,,1,0,0,0,0
Myanmar,9/28/2020,20-29,20,29,1,2,4600,4600000,4499,4499000,9099000,3,50.56,49.44,33.33,66.67,,0,1,0,0,0
Myanmar,9/28/2020,30-39,30,39,2,9,4124,4124000,3925,3925000,8049000,11,51.24,48.76,18.18,81.82,,0,1,0,0,0
Myanmar,9/28/2020,40-49,40,49,7,14,3756,3756000,3386,3386000,7142000,21,52.59,47.41,33.33,66.67,,0,1,0,0,0
Myanmar,9/28/2020,50-59,50,59,11,23,2961,2961000,2470,2470000,5431000,34,54.52,45.48,32.35,67.65,,0,0,1,0,0
Myanmar,9/28/2020,60-69,60,69,25,42,1991,1991000,1475,1475000,3466000,67,57.44,42.56,37.31,62.69,,0,0,1,0,0
Myanmar,9/28/2020,70+,70,999,34,51,1078,1078000,700,700000,1778000,85,60.63,39.37,40,60,,0,0,0,0,0
Myanmar,,,,,81,144,23494,23494000,21465,21465000,44959000,225,52.26,47.74,36,64,,0,0,0,0,1
Namibia,3/8/2021,0-4,0,4,0,1,168,168000,168,168000,336000,1,50,50,0,100,,1,0,0,0,0
Namibia,3/8/2021,9-May,5,9,1,0,159,159000,159,159000,318000,1,50,50,100,0,,1,0,0,0,0
Namibia,3/8/2021,14-Oct,10,14,0,0,141,141000,141,141000,282000,0,50,50,,,,1,0,0,0,0
Namibia,3/8/2021,15-19,15,19,0,1,123,123000,122,122000,245000,1,50.2,49.8,0,100,,1,0,0,0,0
Namibia,3/8/2021,20-24,20,24,2,0,124,124000,121,121000,245000,2,50.61,49.39,100,0,,0,1,0,0,0
Namibia,3/8/2021,25-29,25,29,4,3,117,117000,112,112000,229000,7,51.09,48.91,57.14,42.86,,0,1,0,0,0
Namibia,3/8/2021,30-34,30,34,1,4,101,101000,96,96000,197000,5,51.27,48.73,20,80,,0,1,0,0,0
Namibia,3/8/2021,35-39,35,39,5,4,82,82000,78,78000,160000,9,51.25,48.75,55.56,44.44,,0,1,0,0,0
Namibia,3/8/2021,40-44,40,44,2,12,67,67000,63,63000,130000,14,51.54,48.46,14.29,85.71,,0,1,0,0,0
Namibia,3/8/2021,45-49,45,49,3,12,56,56000,51,51000,107000,15,52.34,47.66,20,80,,0,1,0,0,0
Namibia,3/8/2021,50-54,50,54,5,7,45,45000,38,38000,83000,12,54.22,45.78,41.67,58.33,,0,0,1,0,0
Namibia,3/8/2021,55-59,55,59,6,10,38,38000,30,30000,68000,16,55.88,44.12,37.5,62.5,,0,0,1,0,0
Namibia,3/8/2021,60-64,60,64,4,9,30,30000,21,21000,51000,13,58.82,41.18,30.77,69.23,,0,0,1,0,0
Namibia,3/8/2021,65-69,65,69,5,6,22,22000,14,14000,36000,11,61.11,38.89,45.45,54.55,,0,0,1,0,0
Namibia,3/8/2021,70-74,70,74,4,5,15,15000,9,9000,24000,9,62.5,37.5,44.44,55.56,,0,0,1,0,0
Namibia,3/8/2021,75-79,75,79,6,5,11,11000,6,6000,17000,11,64.71,35.29,54.55,45.45,,0,0,1,0,0
Namibia,3/8/2021,80+,80,999,7,13,10,10000,4,4000,14000,20,71.43,28.57,35,65,,0,0,0,1,0
Namibia,,,,,55,92,1309,1309000,1233,1233000,2542000,147,51.49,48.51,37.41,62.59,,0,0,0,0,1
Nepal,6/14/2022,0-4,0,4,23,16,1321,1321000,1386,1386000,2707000,39,48.8,51.2,58.97,41.03,,1,0,0,0,0
Nepal,6/14/2022,14-May,5,14,7,13,2827,2827000,2860,2860000,5687000,20,49.71,50.29,35,65,,1,0,0,0,0
Nepal,6/14/2022,15-24,15,24,96,91,3269,3269000,3141,3141000,6410000,187,51,49,51.34,48.66,,1,0,0,0,0
Nepal,6/14/2022,25-34,25,34,264,386,2823,2823000,1911,1911000,4734000,650,59.63,40.37,40.62,59.38,,0,1,0,0,0
Nepal,6/14/2022,35-44,35,44,450,875,2111,2111000,1209,1209000,3320000,1325,63.58,36.42,33.96,66.04,,0,1,0,0,0
Nepal,6/14/2022,45-54,45,54,644,1385,1510,1510000,1202,1202000,2712000,2029,55.68,44.32,31.74,68.26,,0,0,0,0,0
Nepal,6/14/2022,55-64,55,64,796,1682,1126,1126000,977,977000,2103000,2478,53.54,46.46,32.12,67.88,,0,0,1,0,0
Nepal,6/14/2022,65-74,65,74,885,1631,617,617000,522,522000,1139000,2516,54.17,45.83,35.17,64.83,,0,0,1,0,0
Nepal,6/14/2022,75-84,75,84,654,1221,270,270000,221,221000,491000,1875,54.99,45.01,34.88,65.12,,0,0,0,0,0
Nepal,6/14/2022,85+,85,999,288,519,41,41000,28,28000,69000,807,59.42,40.58,35.69,64.31,,0,0,0,1,0
Nepal,,,,,4107,7819,15915,15915000,13457,13457000,29372000,11926,54.18,45.82,34.44,65.56,,0,0,0,0,1
Netherlands,3/21/2022,0-4,0,4,1,2,419,419000,440,440000,859000,3,48.78,51.22,33.33,66.67,,1,0,0,0,0
Netherlands,3/21/2022,9-May,5,9,0,0,435,435000,459,459000,894000,0,48.66,51.34,,,,1,0,0,0,0
Netherlands,3/21/2022,14-Oct,10,14,1,0,456,456000,482,482000,938000,1,48.61,51.39,100,0,,1,0,0,0,0
Netherlands,3/21/2022,15-19,15,19,0,7,494,494000,522,522000,1016000,7,48.62,51.38,0,100,,1,0,0,0,0
Netherlands,3/21/2022,20-24,20,24,2,4,498,498000,522,522000,1020000,6,48.82,51.18,33.33,66.67,,0,1,0,0,0
Netherlands,3/21/2022,25-29,25,29,3,0,528,528000,548,548000,1076000,3,49.07,50.93,100,0,,0,1,0,0,0
Netherlands,3/21/2022,30-39,30,39,23,27,1037,1037000,1061,1061000,2098000,50,49.43,50.57,46,54,,0,1,0,0,0
Netherlands,3/21/2022,40-49,40,49,68,81,1075,1075000,1076,1076000,2151000,149,49.98,50.02,45.64,54.36,,0,1,0,0,0
Netherlands,3/21/2022,50-59,50,59,197,348,1254,1254000,1270,1270000,2524000,545,49.68,50.32,36.15,63.85,,0,0,1,0,0
Netherlands,3/21/2022,60-64,60,64,233,400,563,563000,562,562000,1125000,633,50.04,49.96,36.81,63.19,,0,0,1,0,0
Netherlands,3/21/2022,65-69,65,69,415,744,510,510000,495,495000,1005000,1159,50.75,49.25,35.81,64.19,,0,0,1,0,0
Netherlands,3/21/2022,70-74,70,74,791,1419,488,488000,464,464000,952000,2210,51.26,48.74,35.79,64.21,,0,0,1,0,0
Netherlands,3/21/2022,75-79,75,79,1208,2221,337,337000,302,302000,639000,3429,52.74,47.26,35.23,64.77,,0,0,1,0,0
Netherlands,3/21/2022,80+,80,999,7383,7191,504,504000,333,333000,837000,14574,60.22,39.78,50.66,49.34,,0,0,0,1,0
Netherlands,,,,,10325,12444,8598,8598000,8536,8536000,17134000,22769,50.18,49.82,45.35,54.65,,0,0,0,0,1
Nigeria,5/22/2022,0-4,0,4,2,4,16561,16561000,17377,17377000,33938000,6,48.8,51.2,33.33,66.67,,1,0,0,0,0
Nigeria,5/22/2022,9-May,5,9,2,6,14626,14626000,15288,15288000,29914000,8,48.89,51.11,25,75,,1,0,0,0,0
Nigeria,5/22/2022,14-Oct,10,14,3,6,12633,12633000,13159,13159000,25792000,9,48.98,51.02,33.33,66.67,,1,0,0,0,0
Nigeria,5/22/2022,15-19,15,19,7,8,10759,10759000,11151,11151000,21910000,15,49.11,50.89,46.67,53.33,,1,0,0,0,0
Nigeria,5/22/2022,20-24,20,24,15,16,8898,8898000,9170,9170000,18068000,31,49.25,50.75,48.39,51.61,,0,1,0,0,0
Nigeria,5/22/2022,25-29,25,29,0,32,7448,7448000,7661,7661000,15109000,32,49.3,50.7,0,100,,0,1,0,0,0
Nigeria,5/22/2022,30-34,30,34,,31,6431,6431000,6614,6614000,13045000,31,49.3,50.7,0,100,,0,1,0,0,0
Nigeria,5/22/2022,35-39,35,39,32,6,5578,5578000,5745,5745000,11323000,38,49.26,50.74,84.21,15.79,,0,1,0,0,0
Nigeria,5/22/2022,40-44,40,44,30,8,4673,4673000,4786,4786000,9459000,38,49.4,50.6,78.95,21.05,,0,1,0,0,0
Nigeria,5/22/2022,45-49,45,49,44,106,3771,3771000,3807,3807000,7578000,150,49.76,50.24,29.33,70.67,,0,1,0,0,0
Nigeria,5/22/2022,50-54,50,54,62,159,2996,2996000,2948,2948000,5944000,221,50.4,49.6,28.05,71.95,,0,0,1,0,0
Nigeria,5/22/2022,55-59,55,59,69,163,2426,2426000,2330,2330000,4756000,232,51.01,48.99,29.74,70.26,,0,0,1,0,0
Nigeria,5/22/2022,60-64,60,64,93,234,1892,1892000,1765,1765000,3657000,327,51.74,48.26,28.44,71.56,,0,0,1,0,0
Nigeria,5/22/2022,65-69,65,69,72,191,1369,1369000,1232,1232000,2601000,263,52.63,47.37,27.38,72.62,,0,0,1,0,0
Nigeria,5/22/2022,70-74,70,74,65,185,901,901000,816,816000,1717000,250,52.48,47.52,26,74,,0,0,1,0,0
Nigeria,5/22/2022,75-79,75,79,56,125,480,480000,426,426000,906000,181,52.98,47.02,30.94,69.06,,0,0,1,0,0
Nigeria,5/22/2022,80-84,80,84,44,90,179,179000,154,154000,333000,134,53.75,46.25,32.84,67.16,,0,0,0,1,0
Nigeria,5/22/2022,85+,85,999,35,69,47,47000,38,38000,85000,104,55.29,44.71,33.65,66.35,,0,0,0,1,0
Nigeria,,,,,631,1439,101668,101668000,104467,104467000,206135000,2070,49.32,50.68,30.48,69.52,,0,0,0,0,1
North Macedonia,3/14/2022,0-4,0,4,1,3,54,54000,58,58000,112000,4,48.21,51.79,25,75,,1,0,0,0,0
North Macedonia,3/14/2022,9-May,5,9,0,0,56,56000,60,60000,116000,0,48.28,51.72,,,,1,0,0,0,0
North Macedonia,3/14/2022,14-Oct,10,14,0,0,54,54000,58,58000,112000,0,48.21,51.79,,,,1,0,0,0,0
North Macedonia,3/14/2022,15-19,15,19,5,0,59,59000,62,62000,121000,5,48.76,51.24,100,0,,1,0,0,0,0
North Macedonia,3/14/2022,20-24,20,24,6,9,63,63000,67,67000,130000,15,48.46,51.54,40,60,,0,1,0,0,0
North Macedonia,3/14/2022,25-29,25,29,11,0,74,74000,78,78000,152000,11,48.68,51.32,100,0,,0,1,0,0,0
North Macedonia,3/14/2022,30-39,30,39,48,85,159,159000,167,167000,326000,133,48.77,51.23,36.09,63.91,,0,1,0,0,0
North Macedonia,3/14/2022,40-49,40,49,136,240,147,147000,153,153000,300000,376,49,51,36.17,63.83,,0,1,0,0,0
North Macedonia,3/14/2022,50-59,50,59,391,624,141,141000,141,141000,282000,1015,50,50,38.52,61.48,,0,0,1,0,0
North Macedonia,3/14/2022,60-64,60,64,424,668,66,66000,63,63000,129000,1092,51.16,48.84,38.83,61.17,,0,0,1,0,0
North Macedonia,3/14/2022,65-69,65,69,582,920,61,61000,55,55000,116000,1502,52.59,47.41,38.75,61.25,,0,0,1,0,0
North Macedonia,3/14/2022,70-74,70,74,704,974,44,44000,36,36000,80000,1678,55,45,41.95,58.05,,0,0,1,0,0
North Macedonia,3/14/2022,75-79,75,79,628,849,31,31000,23,23000,54000,1477,57.41,42.59,42.52,57.48,,0,0,1,0,0
North Macedonia,3/14/2022,80+,80,999,870,1133,32,32000,21,21000,53000,2003,60.38,39.62,43.43,56.57,,0,0,0,1,0
North Macedonia,,,,,3806,5505,1041,1041000,1042,1042000,2083000,9311,49.98,50.02,40.88,59.12,,0,0,0,0,1
Northern Ireland,5/20/2022,0-19,0,19,,2,236,236000,249,249000,485000,2,48.66,51.34,0,100,,1,0,0,0,0
Northern Ireland,5/20/2022,20-39,20,39,9,11,240,240000,243,243000,483000,20,49.69,50.31,45,55,,0,1,0,0,0
Northern Ireland,5/20/2022,40-59,40,59,93,120,256,256000,243,243000,499000,213,51.3,48.7,43.66,56.34,,0,0,0,0,0
Northern Ireland,5/20/2022,60-79,60,79,476,732,179,179000,167,167000,346000,1208,51.73,48.27,39.4,60.6,,0,0,1,0,0
Northern Ireland,5/20/2022,80+,80,999,986,1015,50,50000,33,33000,83000,2001,60.24,39.76,49.28,50.72,,0,0,0,1,0
Northern Ireland,,,,,1564,1880,961,961000,935,935000,1896000,3444,50.69,49.31,45.41,54.59,,0,0,0,0,1
Norway,3/21/2022,0-4,0,4,1,1,146,146000,155,155000,301000,2,48.5,51.5,50,50,,1,0,0,0,0
Norway,3/21/2022,9-May,5,9,3,0,152,152000,160,160000,312000,3,48.72,51.28,100,0,,1,0,0,0,0
Norway,3/21/2022,14-Oct,10,14,2,0,156,156000,165,165000,321000,2,48.6,51.4,100,0,,1,0,0,0,0
Norway,3/21/2022,15-19,15,19,5,1,157,157000,164,164000,321000,6,48.91,51.09,83.33,16.67,,1,0,0,0,0
Norway,3/21/2022,20-24,20,24,1,2,171,171000,182,182000,353000,3,48.44,51.56,33.33,66.67,,0,1,0,0,0
Norway,3/21/2022,25-29,25,29,7,0,181,181000,192,192000,373000,7,48.53,51.47,100,0,,0,1,0,0,0
Norway,3/21/2022,30-39,30,39,8,15,359,359000,379,379000,738000,23,48.64,51.36,34.78,65.22,,0,1,0,0,0
Norway,3/21/2022,40-49,40,49,18,37,350,350000,375,375000,725000,55,48.28,51.72,32.73,67.27,,0,1,0,0,0
Norway,3/21/2022,50-59,50,59,39,95,346,346000,367,367000,713000,134,48.53,51.47,29.1,70.9,,0,0,1,0,0
Norway,3/21/2022,60-64,60,64,32,85,154,154000,157,157000,311000,117,49.52,50.48,27.35,72.65,,0,0,1,0,0
Norway,3/21/2022,65-69,65,69,65,107,138,138000,137,137000,275000,172,50.18,49.82,37.79,62.21,,0,0,1,0,0
Norway,3/21/2022,70-74,70,74,101,123,136,136000,131,131000,267000,224,50.94,49.06,45.09,54.91,,0,0,1,0,0
Norway,3/21/2022,75-79,75,79,151,247,95,95000,85,85000,180000,398,52.78,47.22,37.94,62.06,,0,0,1,0,0
Norway,3/21/2022,80+,80,999,771,717,140,140000,89,89000,229000,1488,61.14,38.86,51.81,48.19,,0,0,0,1,0
Norway,,,,,1204,1430,2681,2681000,2738,2738000,5419000,2634,49.47,50.53,45.71,54.29,,0,0,0,0,1
Oman,1/31/2022,0-4,0,4,3,6,222,222000,232,232000,454000,9,48.9,51.1,33.33,66.67,,1,0,0,0,0
Oman,1/31/2022,9-May,5,9,3,1,187,187000,192,192000,379000,4,49.34,50.66,75,25,,1,0,0,0,0
Oman,1/31/2022,14-Oct,10,14,2,0,150,150000,166,166000,316000,2,47.47,52.53,100,0,,1,0,0,0,0
Oman,1/31/2022,15-19,15,19,2,6,121,121000,94,94000,215000,8,56.28,43.72,25,75,,1,0,0,0,0
Oman,1/31/2022,20-24,20,24,6,12,129,129000,200,200000,329000,18,39.21,60.79,33.33,66.67,,0,1,0,0,0
Oman,1/31/2022,25-29,25,29,9,29,177,177000,580,580000,757000,38,23.38,76.62,23.68,76.32,,0,1,0,0,0
Oman,1/31/2022,30-34,30,34,29,91,199,199000,669,669000,868000,120,22.93,77.07,24.17,75.83,,0,1,0,0,0
Oman,1/31/2022,35-39,35,39,42,144,160,160000,411,411000,571000,186,28.02,71.98,22.58,77.42,,0,1,0,0,0
Oman,1/31/2022,40-44,40,44,39,137,116,116000,284,284000,400000,176,29,71,22.16,77.84,,0,1,0,0,0
Oman,1/31/2022,45-49,45,49,37,140,78,78000,206,206000,284000,177,27.46,72.54,20.9,79.1,,0,1,0,0,0
Oman,1/31/2022,50-54,50,54,40,180,58,58000,124,124000,182000,220,31.87,68.13,18.18,81.82,,0,0,1,0,0
Oman,1/31/2022,55-59,55,59,61,187,40,40000,94,94000,134000,248,29.85,70.15,24.6,75.4,,0,0,1,0,0
Oman,1/31/2022,60-64,60,64,102,239,33,33000,57,57000,90000,341,36.67,63.33,29.91,70.09,,0,0,1,0,0
Oman,1/31/2022,65-69,65,69,125,189,26,26000,28,28000,54000,314,48.15,51.85,39.81,60.19,,0,0,1,0,0
Oman,1/31/2022,70-74,70,74,118,196,17,17000,12,12000,29000,314,58.62,41.38,37.58,62.42,,0,0,1,0,0
Oman,1/31/2022,75-79,75,79,110,165,13,13000,12,12000,25000,275,52,48,40,60,,0,0,1,0,0
Oman,1/31/2022,80+,80,999,141,281,11,11000,11,11000,22000,422,50,50,33.41,66.59,,0,0,0,1,0
Oman,,,,,869,2003,1737,1737000,3372,3372000,5109000,2872,34,66,30.26,69.74,,0,0,0,0,1
Pakistan,7/7/2020,19-Oct,10,19,15,24,21830,21830000,23598,23598000,45428000,39,48.05,51.95,38.46,61.54,,1,0,0,0,0
Pakistan,7/7/2020,20-29,20,29,43,97,19367,19367000,20563,20563000,39930000,140,48.5,51.5,30.71,69.29,,0,1,0,0,0
Pakistan,7/7/2020,30-39,30,39,63,184,15075,15075000,15741,15741000,30816000,247,48.92,51.08,25.51,74.49,,0,1,0,0,0
Pakistan,7/7/2020,40-49,40,49,179,382,10421,10421000,10828,10828000,21249000,561,49.04,50.96,31.91,68.09,,0,1,0,0,0
Pakistan,7/7/2020,50-59,50,59,324,890,7460,7460000,7663,7663000,15123000,1214,49.33,50.67,26.69,73.31,,0,0,1,0,0
Pakistan,7/7/2020,60-69,60,69,339,1103,4415,4415000,4487,4487000,8902000,1442,49.6,50.4,23.51,76.49,,0,0,1,0,0
Pakistan,7/7/2020,70-79,70,79,209,645,2247,2247000,2312,2312000,4559000,854,49.29,50.71,24.47,75.53,,0,0,1,0,0
Pakistan,7/7/2020,80+,80,999,68,238,679,679000,744,744000,1423000,306,47.72,52.28,22.22,77.78,,0,0,0,1,0
Pakistan,,,,,1240,7143,83507,83507000,89852,89852000,173359000,9986,48.17,51.83,12.42,71.53,,0,0,0,0,1
Palestine,10/20/2021,0-9,0,9,3,6,667,667000,698,698000,1365000,9,48.86,51.14,33.33,66.67,,1,0,0,0,0
Palestine,10/20/2021,19-Oct,10,19,3,5,544,544000,565,565000,1109000,8,49.05,50.95,37.5,62.5,,1,0,0,0,0
Palestine,10/20/2021,20-29,20,29,27,12,475,475000,491,491000,966000,39,49.17,50.83,69.23,30.77,,0,1,0,0,0
Palestine,10/20/2021,30-39,30,39,25,36,326,326000,338,338000,664000,61,49.1,50.9,40.98,59.02,,0,1,0,0,0
Palestine,10/20/2021,40-49,40,49,64,59,221,221000,227,227000,448000,123,49.33,50.67,52.03,47.97,,0,1,0,0,0
Palestine,10/20/2021,50-59,50,59,140,238,149,149000,148,148000,297000,378,50.17,49.83,37.04,62.96,,0,0,1,0,0
Palestine,10/20/2021,60-69,60,69,268,433,79,79000,73,73000,152000,701,51.97,48.03,38.23,61.77,,0,0,1,0,0
Palestine,10/20/2021,70-79,70,79,362,484,40,40000,38,38000,78000,846,51.28,48.72,42.79,57.21,,0,0,1,0,0
Palestine,10/20/2021,80+,80,999,296,347,13,13000,9,9000,22000,643,59.09,40.91,46.03,53.97,,0,0,0,1,0
Palestine,,,,,1188,9646,88947,88947000,95495,95495000,184442000,13954,48.22,51.78,8.51,69.13,,0,0,0,0,1
Panama,7/27/2020,0-4,0,4,2,1,190,190000,199,199000,389000,3,48.84,51.16,66.67,33.33,,1,0,0,0,0
Panama,7/27/2020,9-May,5,9,2,2,188,188000,196,196000,384000,4,48.96,51.04,50,50,,1,0,0,0,0
Panama,7/27/2020,14-Oct,10,14,1,3,181,181000,189,189000,370000,4,48.92,51.08,25,75,,1,0,0,0,0
Panama,7/27/2020,15-19,15,19,1,3,175,175000,182,182000,357000,4,49.02,50.98,25,75,,1,0,0,0,0
Panama,7/27/2020,20-24,20,24,6,8,172,172000,177,177000,349000,14,49.28,50.72,42.86,57.14,,0,1,0,0,0
Panama,7/27/2020,25-29,25,29,6,8,163,163000,166,166000,329000,14,49.54,50.46,42.86,57.14,,0,1,0,0,0
