country,date,age_group,age_begin,age_end,deathsF,deathsM,populationin1000sF,Num female infection,populationin1000sM,Num male infection,Total infection,Total Death,% female infection,% male infection,% female death,% male death,Country begin,Bin 0-19,Bin 20-49,Bin 50-79,Bin 80+,Total
Ecuador,3/14/2022,0-4,0,4,19,19,815,815000,852,852000,1667000,38,48.89,51.11,50,50,,1,0,0,0,0
Ecuador,3/14/2022,9-May,5,9,17,20,788,788000,823,823000,1611000,37,48.91,51.09,45.95,54.05,,1,0,0,0,0
Ecuador,3/14/2022,14-Oct,10,14,7,10,761,761000,794,794000,1555000,17,48.94,51.06,41.18,58.82,,1,0,0,0,0
Ecuador,3/14/2022,15-19,15,19,19,10,766,766000,795,795000,1561000,29,49.07,50.93,65.52,34.48,,1,0,0,0,0
Ecuador,3/14/2022,20-24,20,24,26,39,771,771000,796,796000,1567000,65,49.2,50.8,40,60,,0,1,0,0,0
Ecuador,3/14/2022,25-29,25,29,47,62,728,728000,742,742000,1470000,109,49.52,50.48,43.12,56.88,,0,1,0,0,0
Ecuador,3/14/2022,30-34,30,34,94,170,679,679000,684,684000,1363000,264,49.82,50.18,35.61,64.39,,0,1,0,0,0
Ecuador,3/14/2022,35-39,35,39,132,262,615,615000,614,614000,1229000,394,50.04,49.96,33.5,66.5,,0,1,0,0,0
Ecuador,3/14/2022,40-44,40,44,204,432,554,554000,545,545000,1099000,636,50.41,49.59,32.08,67.92,,0,1,0,0,0
Ecuador,3/14/2022,45-49,45,49,315,721,502,502000,487,487000,989000,1036,50.76,49.24,30.41,69.59,,0,1,0,0,0
Ecuador,3/14/2022,50-54,50,54,473,1084,440,440000,424,424000,864000,1557,50.93,49.07,30.38,69.62,,0,0,1,0,0
Ecuador,3/14/2022,55-59,55,59,801,1611,372,372000,355,355000,727000,2412,51.17,48.83,33.21,66.79,,0,0,1,0,0
Ecuador,3/14/2022,60-64,60,64,1135,2061,310,310000,291,291000,601000,3196,51.58,48.42,35.51,64.49,,0,0,1,0,0
Ecuador,3/14/2022,65-69,65,69,1351,2312,253,253000,233,233000,486000,3663,52.06,47.94,36.88,63.12,,0,0,1,0,0
Ecuador,3/14/2022,70-74,70,74,1260,2259,173,173000,155,155000,328000,3519,52.74,47.26,35.81,64.19,,0,0,1,0,0
Ecuador,3/14/2022,75-79,75,79,1123,2019,130,130000,112,112000,242000,3142,53.72,46.28,35.74,64.26,,0,0,1,0,0
Ecuador,3/14/2022,80+,80,999,2178,3376,163,163000,120,120000,283000,5554,57.6,42.4,39.21,60.79,,0,0,0,1,0
Ecuador,,,,,9201,16467,8820,8820000,8822,8822000,17642000,25668,49.99,50.01,35.85,64.15,,0,0,0,0,1
England,6/15/2022,0-4,0,4,16,20,1577,1577000,1662,1662000,3239000,36,48.69,51.31,44.44,55.56,,1,0,0,0,0
England,6/15/2022,9-May,5,9,13,7,1725,1725000,1814,1814000,3539000,20,48.74,51.26,65,35,,1,0,0,0,0
England,6/15/2022,14-Oct,10,14,15,10,1674,1674000,1762,1762000,3436000,25,48.72,51.28,60,40,,1,0,0,0,0
England,6/15/2022,15-19,15,19,30,55,1514,1514000,1601,1601000,3115000,85,48.6,51.4,35.29,64.71,,1,0,0,0,0
England,6/15/2022,20-24,20,24,56,89,1681,1681000,1792,1792000,3473000,145,48.4,51.6,38.62,61.38,,0,1,0,0,0
England,6/15/2022,25-29,25,29,99,125,1847,1847000,1924,1924000,3771000,224,48.98,51.02,44.2,55.8,,0,1,0,0,0
England,6/15/2022,30-34,30,34,176,231,1908,1908000,1916,1916000,3824000,407,49.9,50.1,43.24,56.76,,0,1,0,0,0
England,6/15/2022,35-39,35,39,291,387,1885,1885000,1853,1853000,3738000,678,50.43,49.57,42.92,57.08,,0,1,0,0,0
England,6/15/2022,40-44,40,44,390,625,1746,1746000,1730,1730000,3476000,1015,50.23,49.77,38.42,61.58,,0,1,0,0,0
England,6/15/2022,45-49,45,49,691,1046,1835,1835000,1803,1803000,3638000,1737,50.44,49.56,39.78,60.22,,0,1,0,0,0
England,6/15/2022,50-54,50,54,1183,1849,1964,1964000,1911,1911000,3875000,3032,50.68,49.32,39.02,60.98,,0,0,1,0,0
England,6/15/2022,55-59,55,59,1785,3007,1909,1909000,1853,1853000,3762000,4792,50.74,49.26,37.25,62.75,,0,0,1,0,0
England,6/15/2022,60-64,60,64,1975,3552,1628,1628000,1568,1568000,3196000,5527,50.94,49.06,35.73,64.27,,0,0,1,0,0
England,6/15/2022,65-69,65,69,4254,7095,1437,1437000,1348,1348000,2785000,11349,51.6,48.4,37.48,62.52,,0,0,1,0,0
England,6/15/2022,70-74,70,74,5794,9475,1470,1470000,1344,1344000,2814000,15269,52.24,47.76,37.95,62.05,,0,0,1,0,0
England,6/15/2022,75-79,75,79,8282,12797,1076,1076000,934,934000,2010000,21079,53.53,46.47,39.29,60.71,,0,0,1,0,0
England,6/15/2022,80-84,80,84,11708,15868,809,809000,640,640000,1449000,27576,55.83,44.17,42.46,57.54,,0,0,0,1,0
England,6/15/2022,85-89,85,89,14236,16105,529,529000,356,356000,885000,30341,59.77,40.23,46.92,53.08,,0,0,0,1,0
England,6/15/2022,90+,90,999,18834,13896,352,352000,170,170000,522000,32730,67.43,32.57,57.54,42.46,,0,0,0,1,0
England,,,,,68742,84690,13009,13009000,11927,11927000,24936000,153432,52.17,47.83,44.8,55.2,,0,0,0,0,1
Equatorial Guinea,6/7/2021,0-4,0,4,0,2,96,96000,99,99000,195000,2,49.23,50.77,0,100,,1,0,0,0,0
Equatorial Guinea,6/7/2021,14-May,5,14,1,3,151,151000,155,155000,306000,4,49.35,50.65,25,75,,1,0,0,0,0
Equatorial Guinea,6/7/2021,15-45,15,45,16,31,285,285000,421,421000,706000,47,40.37,59.63,34.04,65.96,,1,0,0,0,0
Equatorial Guinea,6/7/2021,46-60,46,60,9,19,45,45000,55,55000,100000,28,45,55,32.14,67.86,,0,0,0,0,0
Equatorial Guinea,6/7/2021,61-80,61,80,10,21,16,16000,16,16000,32000,31,50,50,32.26,67.74,,0,0,0,0,0
Equatorial Guinea,6/7/2021,81+,81,999,1,0,2,2000,1,1000,3000,1,66.67,33.33,100,0,,0,0,0,1,0
Equatorial Guinea,,,,,37,76,595,595000,747,747000,1342000,113,44.34,55.66,32.74,67.26,,0,0,0,0,1
Estonia,3/21/2022,0-4,0,4,0,0,33,33000,36,36000,69000,0,47.83,52.17,,,,1,0,0,0,0
Estonia,3/21/2022,9-May,5,9,0,0,36,36000,38,38000,74000,0,48.65,51.35,,,,1,0,0,0,0
Estonia,3/21/2022,14-Oct,10,14,0,0,36,36000,39,39000,75000,0,48,52,,,,1,0,0,0,0
Estonia,3/21/2022,15-19,15,19,0,0,30,30000,32,32000,62000,0,48.39,51.61,,,,1,0,0,0,0
Estonia,3/21/2022,20-24,20,24,0,1,28,28000,30,30000,58000,1,48.28,51.72,0,100,,0,1,0,0,0
Estonia,3/21/2022,25-29,25,29,0,0,41,41000,46,46000,87000,0,47.13,52.87,,,,0,1,0,0,0
Estonia,3/21/2022,30-39,30,39,6,12,92,92000,101,101000,193000,18,47.67,52.33,33.33,66.67,,0,1,0,0,0
Estonia,3/21/2022,40-49,40,49,11,21,90,90000,95,95000,185000,32,48.65,51.35,34.38,65.63,,0,1,0,0,0
Estonia,3/21/2022,50-59,50,59,34,69,86,86000,80,80000,166000,103,51.81,48.19,33.01,66.99,,0,0,1,0,0
Estonia,3/21/2022,60-64,60,64,43,79,47,47000,39,39000,86000,122,54.65,45.35,35.25,64.75,,0,0,1,0,0
Estonia,3/21/2022,65-69,65,69,69,123,49,49000,34,34000,83000,192,59.04,40.96,35.94,64.06,,0,0,1,0,0
Estonia,3/21/2022,70-74,70,74,115,182,33,33000,21,21000,54000,297,61.11,38.89,38.72,61.28,,0,0,1,0,0
Estonia,3/21/2022,75-79,75,79,148,160,36,36000,18,18000,54000,308,66.67,33.33,48.05,51.95,,0,0,1,0,0
Estonia,3/21/2022,80+,80,999,780,539,58,58000,21,21000,79000,1319,73.42,26.58,59.14,40.86,,0,0,0,1,0
Estonia,,,,,1206,1186,695,695000,630,630000,1325000,2392,52.45,47.55,50.42,49.58,,0,0,0,0,1
Eswatini,4/20/2021,0-9,0,9,3,4,143,143000,146,146000,289000,7,49.48,50.52,42.86,57.14,,1,0,0,0,0
Eswatini,4/20/2021,19-Oct,10,19,0,1,135,135000,138,138000,273000,1,49.45,50.55,0,100,,1,0,0,0,0
Eswatini,4/20/2021,20-29,20,29,2,6,104,104000,109,109000,213000,8,48.83,51.17,25,75,,0,1,0,0,0
Eswatini,4/20/2021,30-39,30,39,18,8,88,88000,70,70000,158000,26,55.7,44.3,69.23,30.77,,0,1,0,0,0
Eswatini,4/20/2021,40-49,40,49,31,43,53,53000,46,46000,99000,74,53.54,46.46,41.89,58.11,,0,1,0,0,0
Eswatini,4/20/2021,50-59,50,59,47,56,23,23000,28,28000,51000,103,45.1,54.9,45.63,54.37,,0,0,1,0,0
Eswatini,4/20/2021,60-69,60,69,77,77,19,19000,17,17000,36000,154,52.78,47.22,50,50,,0,0,1,0,0
Eswatini,4/20/2021,70-79,70,79,57,63,14,14000,8,8000,22000,120,63.64,36.36,47.5,52.5,,0,0,1,0,0
Eswatini,4/20/2021,80-89,80,89,32,22,5,5000,1,1000,6000,54,83.33,16.67,59.26,40.74,,0,0,0,1,0
Eswatini,,,,,267,280,584,584000,563,563000,1147000,547,50.92,49.08,48.81,51.19,,0,0,0,0,1
Finland,3/21/2022,0-4,0,4,1,1,129,129000,135,135000,264000,2,48.86,51.14,50,50,,1,0,0,0,0
Finland,3/21/2022,9-May,5,9,1,0,149,149000,156,156000,305000,1,48.85,51.15,100,0,,1,0,0,0,0
Finland,3/21/2022,14-Oct,10,14,1,1,152,152000,159,159000,311000,2,48.87,51.13,50,50,,1,0,0,0,0
Finland,3/21/2022,15-19,15,19,1,3,144,144000,152,152000,296000,4,48.65,51.35,25,75,,1,0,0,0,0
Finland,3/21/2022,20-24,20,24,2,10,153,153000,161,161000,314000,12,48.73,51.27,16.67,83.33,,0,1,0,0,0
Finland,3/21/2022,25-29,25,29,2,0,175,175000,184,184000,359000,2,48.75,51.25,100,0,,0,1,0,0,0
Finland,3/21/2022,30-39,30,39,11,26,343,343000,364,364000,707000,37,48.51,51.49,29.73,70.27,,0,1,0,0,0
Finland,3/21/2022,40-49,40,49,20,42,322,322000,337,337000,659000,62,48.86,51.14,32.26,67.74,,0,1,0,0,0
Finland,3/21/2022,50-59,50,59,55,105,360,360000,360,360000,720000,160,50,50,34.38,65.63,,0,0,1,0,0
Finland,3/21/2022,60-64,60,64,49,89,182,182000,175,175000,357000,138,50.98,49.02,35.51,64.49,,0,0,1,0,0
Finland,3/21/2022,65-69,65,69,57,139,185,185000,170,170000,355000,196,52.11,47.89,29.08,70.92,,0,0,1,0,0
Finland,3/21/2022,70-74,70,74,120,223,190,190000,167,167000,357000,343,53.22,46.78,34.99,65.01,,0,0,1,0,0
Finland,3/21/2022,75-79,75,79,174,278,125,125000,100,100000,225000,452,55.56,44.44,38.5,61.5,,0,0,1,0,0
Finland,3/21/2022,80+,80,999,1155,821,198,198000,113,113000,311000,1976,63.67,36.33,58.45,41.55,,0,0,0,1,0
Finland,,,,,1649,1738,2807,2807000,2733,2733000,5540000,3387,50.67,49.33,48.69,51.31,,0,0,0,0,1
France,3/21/2022,0-4,0,4,12,13,1770,1770000,1850,1850000,3620000,25,48.9,51.1,48,52,,1,0,0,0,0
France,3/21/2022,9-May,5,9,1,0,1912,1912000,1996,1996000,3908000,1,48.93,51.07,100,0,,1,0,0,0,0
France,3/21/2022,14-Oct,10,14,3,6,1951,1951000,2045,2045000,3996000,9,48.82,51.18,33.33,66.67,,1,0,0,0,0
France,3/21/2022,15-19,15,19,10,8,1902,1902000,1986,1986000,3888000,18,48.92,51.08,55.56,44.44,,1,0,0,0,0
France,3/21/2022,20-24,20,24,30,31,1828,1828000,1869,1869000,3697000,61,49.45,50.55,49.18,50.82,,0,1,0,0,0
France,3/21/2022,25-29,25,29,40,0,1852,1852000,1822,1822000,3674000,40,50.41,49.59,100,0,,0,1,0,0,0
France,3/21/2022,30-39,30,39,185,268,4084,4084000,3927,3927000,8011000,453,50.98,49.02,40.84,59.16,,0,1,0,0,0
France,3/21/2022,40-49,40,49,509,806,4213,4213000,4113,4113000,8326000,1315,50.6,49.4,38.71,61.29,,0,1,0,0,0
France,3/21/2022,50-59,50,59,1619,2910,4409,4409000,4226,4226000,8635000,4529,51.06,48.94,35.75,64.25,,0,0,1,0,0
France,3/21/2022,60-64,60,64,1655,3367,2070,2070000,1903,1903000,3973000,5022,52.1,47.9,32.95,67.05,,0,0,1,0,0
France,3/21/2022,65-69,65,69,2625,5520,2006,2006000,1786,1786000,3792000,8145,52.9,47.1,32.23,67.77,,0,0,1,0,0
France,3/21/2022,70-74,70,74,4002,8273,1896,1896000,1627,1627000,3523000,12275,53.82,46.18,32.6,67.4,,0,0,1,0,0
France,3/21/2022,75-79,75,79,4770,9051,1222,1222000,982,982000,2204000,13821,55.44,44.56,34.51,65.49,,0,0,1,0,0
France,3/21/2022,80+,80,999,32614,35268,2569,2569000,1458,1458000,4027000,67882,63.79,36.21,48.05,51.95,,0,0,0,1,0
France,,,,,48075,65521,33684,33684000,31590,31590000,65274000,113596,51.6,48.4,42.32,57.68,,0,0,0,0,1
Germany,6/15/2022,0-4,0,4,20,12,1976,1976000,2082,2082000,4058000,32,48.69,51.31,62.5,37.5,,1,0,0,0,0
Germany,6/15/2022,14-May,5,14,17,14,3684,3684000,3950,3950000,7634000,31,48.26,51.74,54.84,45.16,,1,0,0,0,0
Germany,6/15/2022,15-34,15,34,161,238,9061,9061000,9877,9877000,18938000,399,47.85,52.15,40.35,59.65,,1,0,0,0,0
Germany,6/15/2022,35-59,35,59,2205,5025,14482,14482000,14680,14680000,29162000,7230,49.66,50.34,30.5,69.5,,0,0,0,0,0
Germany,6/15/2022,60-79,60,79,14880,27528,9547,9547000,8569,8569000,18116000,42408,52.7,47.3,35.09,64.91,,0,0,1,0,0
Germany,6/15/2022,80+,80,999,48053,41705,3618,3618000,2258,2258000,5876000,89758,61.57,38.43,53.54,46.46,,0,0,0,1,0
Germany,,,,,65336,74522,42368,42368000,41416,41416000,83784000,139858,50.57,49.43,46.72,53.28,,0,0,0,0,1
Greece,6/12/2022,0-17,0,17,4,3,844,844000,897,897000,1741000,7,48.48,51.52,57.14,42.86,,1,0,0,0,0
Greece,6/12/2022,18-39,18,39,59,159,1262,1262000,1341,1341000,2603000,218,48.48,51.52,27.06,72.94,,1,0,0,0,0
Greece,6/12/2022,40-64,40,64,1567,2996,1907,1907000,1849,1849000,3756000,4563,50.77,49.23,34.34,65.66,,0,0,0,0,0
Greece,6/12/2022,65+,65,999,11937,13295,1294,1294000,1028,1028000,2322000,25232,55.73,44.27,47.31,52.69,,0,0,0,0,0
Greece,,,,,13567,16453,5307,5307000,5115,5115000,10422000,30020,50.92,49.08,45.19,54.81,,0,0,0,0,1
Guatemala,6/14/2022,0-9,0,9,93,123,1980,1980000,2068,2068000,4048000,216,48.91,51.09,43.06,56.94,,1,0,0,0,0
Guatemala,6/14/2022,19-Oct,10,19,74,59,1896,1896000,1975,1975000,3871000,133,48.98,51.02,55.64,44.36,,1,0,0,0,0
Guatemala,6/14/2022,20-29,20,29,241,337,1693,1693000,1720,1720000,3413000,578,49.6,50.4,41.7,58.3,,0,1,0,0,0
Guatemala,6/14/2022,30-39,30,39,472,806,1298,1298000,1234,1234000,2532000,1278,51.26,48.74,36.93,63.07,,0,1,0,0,0
Guatemala,6/14/2022,40-49,40,49,777,1542,916,916000,786,786000,1702000,2319,53.82,46.18,33.51,66.49,,0,1,0,0,0
Guatemala,6/14/2022,50-59,50,59,1199,2207,585,585000,468,468000,1053000,3406,55.56,44.44,35.2,64.8,,0,0,1,0,0
Guatemala,6/14/2022,60-69,60,69,1669,2949,398,398000,321,321000,719000,4618,55.35,44.65,36.14,63.86,,0,0,1,0,0
Guatemala,6/14/2022,70-79,70,79,1206,2284,212,212000,171,171000,383000,3490,55.35,44.65,34.56,65.44,,0,0,1,0,0
Guatemala,,,,,5731,10307,8978,8978000,8743,8743000,17721000,16038,50.66,49.34,35.73,64.27,,0,0,0,0,1
Guinea-Bissau,4/11/2022,0-1,0,1,0,1,62,62000,63,63000,125000,1,49.6,50.4,0,100,,1,0,0,0,0
Guinea-Bissau,4/11/2022,4-Jan,1,4,0,0,120,120000,122,122000,242000,0,49.59,50.41,,,,1,0,0,0,0
Guinea-Bissau,4/11/2022,14-May,5,14,0,1,259,259000,261,261000,520000,1,49.81,50.19,0,100,,1,0,0,0,0
Guinea-Bissau,4/11/2022,15-24,15,24,7,3,195,195000,193,193000,388000,10,50.26,49.74,70,30,,1,0,0,0,0
Guinea-Bissau,4/11/2022,25-34,25,34,6,9,154,154000,146,146000,300000,15,51.33,48.67,40,60,,0,1,0,0,0
Guinea-Bissau,4/11/2022,35-44,35,44,13,16,107,107000,97,97000,204000,29,52.45,47.55,44.83,55.17,,0,1,0,0,0
Guinea-Bissau,4/11/2022,45-54,45,54,3,22,63,63000,57,57000,120000,25,52.5,47.5,12,88,,0,0,0,0,0
Guinea-Bissau,4/11/2022,55-64,55,64,10,24,46,46000,37,37000,83000,34,55.42,44.58,29.41,70.59,,0,0,1,0,0
Guinea-Bissau,4/11/2022,65+,65,999,19,32,35,35000,22,22000,57000,51,61.4,38.6,37.25,62.75,,0,0,0,0,0
Guinea-Bissau,,,,,58,108,1041,1041000,998,998000,2039000,166,51.05,48.95,34.94,65.06,,0,0,0,0,1
Haiti,6/12/2021,0-9,0,9,4,6,1229,1229000,1275,1275000,2504000,10,49.08,50.92,40,60,,1,0,0,0,0
Haiti,6/12/2021,19-Oct,10,19,1,4,1156,1156000,1179,1179000,2335000,5,49.51,50.49,20,80,,1,0,0,0,0
Haiti,6/12/2021,20-29,20,29,8,10,1025,1025000,1005,1005000,2030000,18,50.49,49.51,44.44,55.56,,0,1,0,0,0
Haiti,6/12/2021,30-39,30,39,15,10,869,869000,834,834000,1703000,25,51.03,48.97,60,40,,0,1,0,0,0
Haiti,6/12/2021,40-49,40,49,20,24,555,555000,507,507000,1062000,44,52.26,47.74,45.45,54.55,,0,1,0,0,0
Haiti,6/12/2021,50-59,50,59,27,38,405,405000,369,369000,774000,65,52.33,47.67,41.54,58.46,,0,0,1,0,0
Haiti,6/12/2021,60-69,60,69,29,45,268,268000,238,238000,506000,74,52.96,47.04,39.19,60.81,,0,0,1,0,0
Haiti,6/12/2021,70-79,70,79,29,40,141,141000,112,112000,253000,69,55.73,44.27,42.03,57.97,,0,0,1,0,0
Haiti,6/12/2021,80+,80,999,22,29,57,57000,39,39000,96000,51,59.38,40.63,43.14,56.86,,0,0,0,1,0
Haiti,,,,,155,206,5705,5705000,5558,5558000,11263000,361,50.65,49.35,42.94,57.06,,0,0,0,0,1
Hong Kong,2/6/2022,0-9,0,9,0,0,315,315000,349,349000,664000,0,47.44,52.56,,,,1,0,0,0,0
Hong Kong,2/6/2022,19-Oct,10,19,0,0,264,264000,289,289000,553000,0,47.74,52.26,,,,1,0,0,0,0
Hong Kong,2/6/2022,20-29,20,29,0,0,451,451000,416,416000,867000,0,52.02,47.98,,,,0,1,0,0,0
Hong Kong,2/6/2022,30-39,30,39,0,2,663,663000,459,459000,1122000,2,59.09,40.91,0,100,,0,1,0,0,0
Hong Kong,2/6/2022,40-49,40,49,2,2,670,670000,459,459000,1129000,4,59.34,40.66,50,50,,0,1,0,0,0
Hong Kong,2/6/2022,50-59,50,59,2,5,668,668000,540,540000,1208000,7,55.3,44.7,28.57,71.43,,0,0,1,0,0
Hong Kong,2/6/2022,60-69,60,69,7,19,533,533000,516,516000,1049000,26,50.81,49.19,26.92,73.08,,0,0,1,0,0
Hong Kong,2/6/2022,70-79,70,79,22,41,268,268000,257,257000,525000,63,51.05,48.95,34.92,65.08,,0,0,1,0,0
Hong Kong,2/6/2022,80+,80,999,51,54,225,225000,154,154000,379000,105,59.37,40.63,48.57,51.43,,0,0,0,1,0
Hong Kong,,,,,84,123,4057,4057000,3439,3439000,7496000,207,54.12,45.88,40.58,59.42,,0,0,0,0,1
Hungary,3/21/2022,0-4,0,4,6,5,224,224000,237,237000,461000,11,48.59,51.41,54.55,45.45,,1,0,0,0,0
Hungary,3/21/2022,9-May,5,9,0,0,218,218000,229,229000,447000,0,48.77,51.23,,,,1,0,0,0,0
Hungary,3/21/2022,14-Oct,10,14,1,0,236,236000,248,248000,484000,1,48.76,51.24,100,0,,1,0,0,0,0
Hungary,3/21/2022,15-19,15,19,8,8,236,236000,250,250000,486000,16,48.56,51.44,50,50,,1,0,0,0,0
Hungary,3/21/2022,20-24,20,24,15,25,252,252000,266,266000,518000,40,48.65,51.35,37.5,62.5,,0,1,0,0,0
Hungary,3/21/2022,25-29,25,29,46,0,310,310000,324,324000,634000,46,48.9,51.1,100,0,,0,1,0,0,0
Hungary,3/21/2022,30-39,30,39,138,240,619,619000,638,638000,1257000,378,49.24,50.76,36.51,63.49,,0,1,0,0,0
Hungary,3/21/2022,40-49,40,49,476,937,790,790000,798,798000,1588000,1413,49.75,50.25,33.69,66.31,,0,1,0,0,0
Hungary,3/21/2022,50-59,50,59,1224,2384,620,620000,582,582000,1202000,3608,51.58,48.42,33.92,66.08,,0,0,1,0,0
Hungary,3/21/2022,60-64,60,64,1277,2174,349,349000,288,288000,637000,3451,54.79,45.21,37,63,,0,0,1,0,0
Hungary,3/21/2022,65-69,65,69,2068,3170,381,381000,289,289000,670000,5238,56.87,43.13,39.48,60.52,,0,0,1,0,0
Hungary,3/21/2022,70-74,70,74,2718,3244,285,285000,191,191000,476000,5962,59.87,40.13,45.59,54.41,,0,0,1,0,0
Hungary,3/21/2022,75-79,75,79,3164,3267,236,236000,135,135000,371000,6431,63.61,36.39,49.2,50.8,,0,0,1,0,0
Hungary,3/21/2022,80+,80,999,9448,5482,307,307000,125,125000,432000,14930,71.06,28.94,63.28,36.72,,0,0,0,1,0
Hungary,,,,,20589,20936,5063,5063000,4600,4600000,9663000,41525,52.4,47.6,49.58,50.42,,0,0,0,0,1
Iceland,3/21/2022,0-4,0,4,0,0,10,10000,10,10000,20000,0,50,50,,,,1,0,0,0,0
Iceland,3/21/2022,9-May,5,9,0,0,11,11000,11,11000,22000,0,50,50,,,,1,0,0,0,0
Iceland,3/21/2022,14-Oct,10,14,0,0,11,11000,12,12000,23000,0,47.83,52.17,,,,1,0,0,0,0
Iceland,3/21/2022,15-19,15,19,0,0,11,11000,11,11000,22000,0,50,50,,,,1,0,0,0,0
Iceland,3/21/2022,20-24,20,24,0,1,11,11000,11,11000,22000,1,50,50,0,100,,0,1,0,0,0
Iceland,3/21/2022,25-29,25,29,0,0,12,12000,13,13000,25000,0,48,52,,,,0,1,0,0,0
Iceland,3/21/2022,30-39,30,39,0,1,23,23000,24,24000,47000,1,48.94,51.06,0,100,,0,1,0,0,0
Iceland,3/21/2022,40-49,40,49,0,0,21,21000,22,22000,43000,0,48.84,51.16,,,,0,1,0,0,0
Iceland,3/21/2022,50-59,50,59,2,3,21,21000,21,21000,42000,5,50,50,40,60,,0,0,1,0,0
Iceland,3/21/2022,60-64,60,64,1,2,10,10000,10,10000,20000,3,50,50,33.33,66.67,,0,0,1,0,0
Iceland,3/21/2022,65-69,65,69,3,1,9,9000,9,9000,18000,4,50,50,75,25,,0,0,1,0,0
Iceland,3/21/2022,70-74,70,74,1,9,7,7000,7,7000,14000,10,50,50,10,90,,0,0,1,0,0
Iceland,3/21/2022,75-79,75,79,2,7,5,5000,4,4000,9000,9,55.56,44.44,22.22,77.78,,0,0,1,0,0
Iceland,3/21/2022,80+,80,999,26,29,7,7000,5,5000,12000,55,58.33,41.67,47.27,52.73,,0,0,0,1,0
Iceland,,,,,35,53,169,169000,170,170000,339000,88,49.85,50.15,39.77,60.23,,0,0,0,0,1
Indonesia,3/28/2022,0-4,0,4,131,151,11566,11566000,12093,12093000,23659000,282,48.89,51.11,46.45,53.55,,1,0,0,0,0
Indonesia,3/28/2022,9-May,5,9,25,27,11887,11887000,12411,12411000,24298000,52,48.92,51.08,48.08,51.92,,1,0,0,0,0
Indonesia,3/28/2022,14-Oct,10,14,26,16,11175,11175000,11810,11810000,22985000,42,48.62,51.38,61.9,38.1,,1,0,0,0,0
Indonesia,3/28/2022,15-19,15,19,36,26,11310,11310000,12008,12008000,23318000,62,48.5,51.5,58.06,41.94,,1,0,0,0,0
Indonesia,3/28/2022,20-29,20,29,142,118,21306,21306000,22266,22266000,43572000,260,48.9,51.1,54.62,45.38,,0,1,0,0,0
Indonesia,3/28/2022,30-39,30,39,180,155,20621,20621000,20545,20545000,41166000,335,50.09,49.91,53.73,46.27,,0,1,0,0,0
Indonesia,3/28/2022,40-49,40,49,418,439,18784,18784000,19063,19063000,37847000,857,49.63,50.37,48.77,51.23,,0,1,0,0,0
Indonesia,3/28/2022,50-59,50,59,802,774,14607,14607000,14548,14548000,29155000,1576,50.1,49.9,50.89,49.11,,0,0,1,0,0
Indonesia,3/28/2022,60-64,60,64,412,462,5245,5245000,5149,5149000,10394000,874,50.46,49.54,47.14,52.86,,0,0,1,0,0
Indonesia,3/28/2022,65-69,65,69,470,533,3576,3576000,3560,3560000,7136000,1003,50.11,49.89,46.86,53.14,,0,0,1,0,0
Indonesia,3/28/2022,70-74,70,74,371,420,2525,2525000,2092,2092000,4617000,791,54.69,45.31,46.9,53.1,,0,0,1,0,0
Indonesia,3/28/2022,75-79,75,79,324,344,1685,1685000,1272,1272000,2957000,668,56.98,43.02,48.5,51.5,,0,0,1,0,0
Indonesia,3/28/2022,80+,80,999,355,400,1519,1519000,900,900000,2419000,755,62.79,37.21,47.02,52.98,,0,0,0,1,0
Indonesia,,,,,3692,3865,135806,135806000,137717,137717000,273523000,7557,49.65,50.35,48.86,51.14,,0,0,0,0,1
Iraq,11/15/2021,0-4,0,4,7,8,2612,2612000,2768,2768000,5380000,15,48.55,51.45,46.67,53.33,,1,0,0,0,0
Iraq,11/15/2021,9-May,5,9,3,3,2542,2542000,2687,2687000,5229000,6,48.61,51.39,50,50,,1,0,0,0,0
Iraq,11/15/2021,14-Oct,10,14,10,6,2218,2218000,2341,2341000,4559000,16,48.65,51.35,62.5,37.5,,1,0,0,0,0
Iraq,11/15/2021,15-19,15,19,17,17,2023,2023000,2129,2129000,4152000,34,48.72,51.28,50,50,,1,0,0,0,0
Iraq,11/15/2021,20-24,20,24,48,41,1858,1858000,1941,1941000,3799000,89,48.91,51.09,53.93,46.07,,0,1,0,0,0
Iraq,11/15/2021,25-29,25,29,38,73,1647,1647000,1719,1719000,3366000,111,48.93,51.07,34.23,65.77,,0,1,0,0,0
Iraq,11/15/2021,30-34,30,34,63,103,1435,1435000,1493,1493000,2928000,166,49.01,50.99,37.95,62.05,,0,1,0,0,0
Iraq,11/15/2021,35-39,35,39,91,168,1214,1214000,1262,1262000,2476000,259,49.03,50.97,35.14,64.86,,0,1,0,0,0
Iraq,11/15/2021,40-44,40,44,115,247,1061,1061000,1089,1089000,2150000,362,49.35,50.65,31.77,68.23,,0,1,0,0,0
Iraq,11/15/2021,45-49,45,49,153,344,896,896000,890,890000,1786000,497,50.17,49.83,30.78,69.22,,0,1,0,0,0
Iraq,11/15/2021,50-54,50,54,276,478,731,731000,684,684000,1415000,754,51.66,48.34,36.6,63.4,,0,0,1,0,0
Iraq,11/15/2021,55-59,55,59,272,522,496,496000,430,430000,926000,794,53.56,46.44,34.26,65.74,,0,0,1,0,0
Iraq,11/15/2021,60-64,60,64,365,670,363,363000,306,306000,669000,1035,54.26,45.74,35.27,64.73,,0,0,1,0,0
